expid,date,y,x
EVER10301-2010,2010-10-15,8849.0,33
EVER10304-2010,2010-09-04,5360.0,0
EVER10304-2010,2010-09-15,6000.0,11
EVER10304-2010,2010-09-27,6400.0,23
EVER10304-2010,2010-09-29,7100.0,25
EVER10304-2010,2010-10-01,7750.0,27
EVER11104-2011,2011-04-19,5360.0,0
EVER11104-2011,2011-04-24,6400.0,5
EVER11104-2011,2011-04-29,7000.0,10
EVER11104-2011,2011-05-10,7600.0,21
EVER11104-2011,2011-05-20,8400.0,31
EVER11104-2011,2011-05-21,8849.0,32
EVER11105-2011,2011-04-19,5360.0,0
EVER11105-2011,2011-04-24,6400.0,5
EVER11105-2011,2011-05-04,7200.0,15
EVER11105-2011,2011-05-05,7900.0,16
EVER11105-2011,2011-05-06,8849.0,17
EVER11106-2011,2011-04-28,5360.0,0
EVER11106-2011,2011-05-03,6000.0,5
EVER11106-2011,2011-05-04,6300.0,6
EVER11106-2011,2011-05-24,7000.0,26
EVER11106-2011,2011-05-25,7900.0,27
EVER11106-2011,2011-05-26,8849.0,28
EVER11107-2011,2011-04-22,5360.0,0
EVER11107-2011,2011-04-28,6400.0,6
EVER11107-2011,2011-05-07,7300.0,15
EVER11107-2011,2011-05-20,8000.0,28
EVER11107-2011,2011-05-21,8849.0,29
EVER11108-2011,2011-04-18,5360.0,0
EVER11108-2011,2011-04-27,6380.0,9
EVER11108-2011,2011-04-30,7000.0,12
EVER11108-2011,2011-05-26,7650.0,38
EVER11108-2011,2011-05-27,8000.0,39
EVER11110-2011,2011-05-14,5360.0,0
EVER11110-2011,2011-05-16,6400.0,2
EVER11110-2011,2011-05-19,7000.0,5
EVER11110-2011,2011-05-20,7700.0,6
EVER11110-2011,2011-05-21,8700.0,7
EVER11111-2011,2011-05-24,5360.0,0
EVER11111-2011,2011-05-27,6400.0,3
EVER11111-2011,2011-05-29,7850.0,5
EVER11112-2011,2011-04-14,5360.0,0
EVER11112-2011,2011-04-17,5800.0,3
EVER11112-2011,2011-04-23,6400.0,9
EVER11112-2011,2011-05-07,7990.0,23
EVER11112-2011,2011-05-09,8849.0,25
EVER11113-2011,2011-04-13,5360.0,0
EVER11113-2011,2011-04-21,5900.0,8
EVER11113-2011,2011-04-23,6400.0,10
EVER11113-2011,2011-05-04,7300.0,21
EVER11113-2011,2011-05-25,8000.0,42
EVER11113-2011,2011-05-27,8849.0,44
EVER11114-2011,2011-04-22,5360.0,0
EVER11114-2011,2011-04-26,6300.0,4
EVER11114-2011,2011-05-03,7050.0,11
EVER11114-2011,2011-05-17,7700.0,25
EVER11114-2011,2011-05-27,8300.0,35
EVER11115-2011,2011-04-14,5360.0,0
EVER11115-2011,2011-05-09,6450.0,25
EVER11115-2011,2011-05-13,7070.0,29
EVER11115-2011,2011-05-20,7700.0,36
EVER11116-2011,2011-04-07,5360.0,0
EVER11116-2011,2011-04-23,6055.0,16
EVER11116-2011,2011-04-24,6500.0,17
EVER11116-2011,2011-05-03,7200.0,26
EVER11116-2011,2011-05-18,8000.0,41
EVER11116-2011,2011-05-19,8849.0,42
EVER11117-2011,2011-04-16,5360.0,0
EVER11117-2011,2011-04-21,6100.0,5
EVER11117-2011,2011-04-28,6500.0,12
EVER11117-2011,2011-05-01,7200.0,15
EVER11117-2011,2011-05-11,7900.0,25
EVER11117-2011,2011-05-12,8849.0,26
EVER11118-2011,2011-04-14,5360.0,0
EVER11118-2011,2011-05-17,6400.0,33
EVER11118-2011,2011-05-20,7650.0,36
EVER11119-2011,2011-04-09,5360.0,0
EVER11119-2011,2011-04-18,6000.0,9
EVER11119-2011,2011-04-19,7250.0,10
EVER11119-2011,2011-05-10,7250.0,31
EVER11119-2011,2011-05-11,7950.0,32
EVER11119-2011,2011-05-12,8849.0,33
EVER11120-2011,2011-04-13,5360.0,0
EVER11120-2011,2011-05-09,7300.0,26
EVER11120-2011,2011-05-12,8000.0,29
EVER11121-2011,2011-04-09,5360.0,0
EVER11121-2011,2011-04-23,6060.0,14
EVER11121-2011,2011-04-27,6442.0,18
EVER11121-2011,2011-05-13,7109.0,34
EVER11121-2011,2011-05-19,7900.0,40
EVER11121-2011,2011-05-20,8849.0,41
EVER11122-2011,2011-05-02,5360.0,0
EVER11122-2011,2011-05-06,6000.0,4
EVER11122-2011,2011-05-07,6600.0,5
EVER11122-2011,2011-05-17,7500.0,15
EVER11122-2011,2011-05-18,8000.0,16
EVER11122-2011,2011-05-19,8849.0,17
EVER11123-2011,2011-04-13,5360.0,0
EVER11123-2011,2011-04-25,6400.0,12
EVER11123-2011,2011-04-28,7066.0,15
EVER11123-2011,2011-05-20,8300.0,37
EVER11123-2011,2011-05-21,8849.0,38
EVER11124-2011,2011-04-19,5360.0,0
EVER11124-2011,2011-04-25,6000.0,6
EVER11124-2011,2011-04-30,6300.0,11
EVER11124-2011,2011-05-22,7100.0,33
EVER11124-2011,2011-05-23,7900.0,34
EVER11124-2011,2011-05-25,8849.0,36
EVER11125-2011,2011-04-07,5360.0,0
EVER11125-2011,2011-04-13,6400.0,6
EVER11125-2011,2011-04-20,7000.0,13
EVER11125-2011,2011-05-18,7700.0,41
EVER11125-2011,2011-05-19,8300.0,42
EVER11125-2011,2011-05-20,8849.0,43
EVER11126-2011,2011-04-11,5360.0,0
EVER11126-2011,2011-04-18,6300.0,7
EVER11126-2011,2011-05-11,7950.0,30
EVER11126-2011,2011-05-12,8849.0,31
EVER11127-2011,2011-04-07,5360.0,0
EVER11127-2011,2011-04-13,6400.0,6
EVER11127-2011,2011-04-20,7000.0,13
EVER11127-2011,2011-05-18,7700.0,41
EVER11127-2011,2011-05-19,8300.0,42
EVER11127-2011,2011-05-20,8849.0,43
EVER11128-2011,2011-04-06,5360.0,0
EVER11128-2011,2011-04-21,6065.0,15
EVER11128-2011,2011-04-29,6400.0,23
EVER11128-2011,2011-05-20,7900.0,44
EVER11128-2011,2011-05-21,8849.0,45
EVER11129-2011,2011-04-09,5360.0,0
EVER11129-2011,2011-04-18,6400.0,9
EVER11129-2011,2011-05-01,7010.0,22
EVER11129-2011,2011-05-19,7800.0,40
EVER11129-2011,2011-05-20,8300.0,41
EVER11129-2011,2011-05-21,8849.0,42
EVER11130-2011,2011-04-07,5360.0,0
EVER11130-2011,2011-04-20,7000.0,13
EVER11130-2011,2011-05-18,7700.0,41
EVER11130-2011,2011-05-19,8300.0,42
EVER11130-2011,2011-05-20,8849.0,43
EVER11131-2011,2011-04-10,5360.0,0
EVER11131-2011,2011-04-18,6100.0,8
EVER11131-2011,2011-04-22,6300.0,12
EVER11131-2011,2011-05-11,7300.0,31
EVER11131-2011,2011-05-12,7400.0,32
EVER11131-2011,2011-05-13,8849.0,33
EVER11132-2011,2011-04-19,5360.0,0
EVER11132-2011,2011-04-26,6400.0,7
EVER11132-2011,2011-04-30,7100.0,11
EVER11132-2011,2011-05-10,7600.0,21
EVER11132-2011,2011-05-19,8200.0,30
EVER11132-2011,2011-05-20,8849.0,31
EVER11133-2011,2011-04-17,5360.0,0
EVER11133-2011,2011-04-23,6000.0,6
EVER11133-2011,2011-04-26,6400.0,9
EVER11133-2011,2011-05-01,7200.0,14
EVER11133-2011,2011-05-20,7900.0,33
EVER11135-2011,2011-04-08,5360.0,0
EVER11135-2011,2011-04-17,6050.0,9
EVER11135-2011,2011-04-23,6300.0,15
EVER11135-2011,2011-04-28,7100.0,20
EVER11135-2011,2011-05-11,7900.0,33
EVER11135-2011,2011-05-12,8849.0,34
EVER11136-2011,2011-04-12,5360.0,0
EVER11136-2011,2011-04-24,6400.0,12
EVER11136-2011,2011-05-01,7000.0,19
EVER11136-2011,2011-05-09,7700.0,27
EVER11136-2011,2011-05-20,8300.0,38
EVER11136-2011,2011-05-21,8849.0,39
EVER11141-2011,2011-04-14,5360.0,0
EVER11141-2011,2011-04-21,6000.0,7
EVER11141-2011,2011-04-23,6400.0,9
EVER11141-2011,2011-05-17,7400.0,33
EVER11141-2011,2011-05-18,7900.0,34
EVER11141-2011,2011-05-20,8849.0,36
EVER11143-2011,2011-04-12,5360.0,0
EVER11143-2011,2011-04-30,6100.0,18
EVER11143-2011,2011-05-01,6400.0,19
EVER11143-2011,2011-05-03,7200.0,21
EVER11143-2011,2011-05-19,7900.0,37
EVER11143-2011,2011-05-20,8849.0,38
EVER11145-2011,2011-04-14,5360.0,0
EVER11145-2011,2011-04-19,6400.0,5
EVER11145-2011,2011-04-30,7000.0,16
EVER11145-2011,2011-05-19,7850.0,35
EVER11145-2011,2011-05-20,8350.0,36
EVER11145-2011,2011-05-21,8460.0,37
EVER11146-2011,2011-04-08,5360.0,0
EVER11146-2011,2011-04-19,6000.0,11
EVER11146-2011,2011-04-25,6400.0,17
EVER11146-2011,2011-05-10,7100.0,32
EVER11146-2011,2011-05-11,7900.0,33
EVER11146-2011,2011-05-13,8849.0,35
EVER11148-2011,2011-04-15,5360.0,0
EVER11148-2011,2011-04-20,6055.0,5
EVER11148-2011,2011-05-02,6470.0,17
EVER11148-2011,2011-05-03,6700.0,18
EVER11150-2011,2011-05-05,5360.0,0
EVER11150-2011,2011-05-11,5400.0,6
EVER11150-2011,2011-05-18,7050.0,13
EVER11150-2011,2011-05-19,7900.0,14
EVER11150-2011,2011-05-20,8270.0,15
EVER11151-2011,2011-04-14,5360.0,0
EVER11151-2011,2011-04-18,6400.0,4
EVER11151-2011,2011-04-22,7000.0,8
EVER11151-2011,2011-04-29,7600.0,15
EVER11151-2011,2011-05-20,8200.0,36
EVER11151-2011,2011-05-21,8849.0,37
EVER11153-2011,2011-04-15,5360.0,0
EVER11153-2011,2011-04-23,6400.0,8
EVER11153-2011,2011-04-28,7000.0,13
EVER11153-2011,2011-05-24,7800.0,39
EVER11153-2011,2011-05-25,8300.0,40
EVER11153-2011,2011-05-26,8849.0,41
EVER11154-2011,2011-04-24,5360.0,0
EVER11154-2011,2011-05-07,6450.0,13
EVER11154-2011,2011-05-17,7900.0,23
EVER11154-2011,2011-05-18,8849.0,24
EVER11155-2011,2011-04-12,5360.0,0
EVER11155-2011,2011-04-17,6100.0,5
EVER11155-2011,2011-04-20,6500.0,8
EVER11155-2011,2011-05-07,7300.0,25
EVER11155-2011,2011-05-19,7950.0,37
EVER11155-2011,2011-05-20,8849.0,38
EVER11156-2011,2011-04-14,5360.0,0
EVER11156-2011,2011-04-22,6500.0,8
EVER11156-2011,2011-04-30,7000.0,16
EVER11156-2011,2011-05-19,7800.0,35
EVER11156-2011,2011-05-20,8300.0,36
EVER11156-2011,2011-05-21,8849.0,37
EVER11157-2011,2011-04-25,5360.0,0
EVER11157-2011,2011-05-05,6200.0,10
EVER11157-2011,2011-05-20,7000.0,25
EVER11157-2011,2011-05-21,7900.0,26
EVER11157-2011,2011-05-22,8000.0,27
EVER11158-2011,2011-04-03,5360.0,0
EVER11158-2011,2011-04-18,5944.0,15
EVER11158-2011,2011-04-19,6492.0,16
EVER11158-2011,2011-04-28,7200.0,25
EVER11158-2011,2011-05-12,8016.0,39
EVER11158-2011,2011-05-13,8849.0,40
EVER11159-2011,2011-04-21,5360.0,0
EVER11159-2011,2011-04-24,6400.0,3
EVER11159-2011,2011-05-18,7000.0,27
EVER11159-2011,2011-05-19,7600.0,28
EVER11159-2011,2011-05-20,8300.0,29
EVER11159-2011,2011-05-21,8849.0,30
EVER11160-2011,2011-04-16,5360.0,0
EVER11160-2011,2011-04-24,6100.0,8
EVER11160-2011,2011-04-25,6400.0,9
EVER11160-2011,2011-04-26,7060.0,10
EVER11160-2011,2011-05-17,7900.0,31
EVER11160-2011,2011-05-18,8849.0,32
EVER11161-2011,2011-04-21,5360.0,0
EVER11161-2011,2011-04-23,6065.0,2
EVER11161-2011,2011-04-28,6400.0,7
EVER11161-2011,2011-05-05,7010.0,14
EVER11161-2011,2011-05-15,7924.0,24
EVER11162-2011,2011-04-14,5360.0,0
EVER11162-2011,2011-04-19,6500.0,5
EVER11162-2011,2011-04-28,7000.0,14
EVER11162-2011,2011-05-20,7700.0,36
EVER11162-2011,2011-05-21,8300.0,37
EVER11162-2011,2011-05-22,8600.0,38
EVER11163-2011,2011-04-18,5360.0,0
EVER11163-2011,2011-04-27,6400.0,9
EVER11163-2011,2011-04-30,7000.0,12
EVER11163-2011,2011-05-25,7650.0,37
EVER11163-2011,2011-05-26,8210.0,38
EVER11163-2011,2011-05-27,8849.0,39
EVER11164-2011,2011-04-23,5360.0,0
EVER11164-2011,2011-04-27,6000.0,4
EVER11164-2011,2011-04-29,6300.0,6
EVER11164-2011,2011-05-12,7100.0,19
EVER11164-2011,2011-05-18,7950.0,25
EVER11164-2011,2011-05-20,8849.0,27
EVER11165-2011,2011-04-11,5360.0,0
EVER11165-2011,2011-04-23,5900.0,12
EVER11165-2011,2011-04-24,6400.0,13
EVER11165-2011,2011-05-02,7200.0,21
EVER11165-2011,2011-05-15,8023.0,34
EVER11165-2011,2011-05-16,8849.0,35
EVER11166-2011,2011-04-18,5360.0,0
EVER11166-2011,2011-04-24,6500.0,6
EVER11166-2011,2011-04-28,7000.0,10
EVER11166-2011,2011-05-18,7500.0,30
EVER11166-2011,2011-05-19,8300.0,31
EVER11166-2011,2011-05-20,8500.0,32
EVER11167-2011,2011-04-14,5360.0,0
EVER11167-2011,2011-04-22,6000.0,8
EVER11167-2011,2011-04-27,6500.0,13
EVER11167-2011,2011-05-10,7200.0,26
EVER11167-2011,2011-05-11,7900.0,27
EVER11167-2011,2011-05-12,8800.0,28
EVER11168-2011,2011-04-15,5360.0,0
EVER11168-2011,2011-04-20,5800.0,5
EVER11168-2011,2011-04-21,6400.0,6
EVER11168-2011,2011-04-27,7000.0,12
EVER11169-2011,2011-04-14,5360.0,0
EVER11169-2011,2011-04-28,7100.0,14
EVER11169-2011,2011-04-29,7700.0,15
EVER11170-2011,2011-04-19,5360.0,0
EVER11170-2011,2011-04-23,6000.0,4
EVER11170-2011,2011-04-26,6500.0,7
EVER11170-2011,2011-05-17,7300.0,28
EVER11170-2011,2011-05-18,7950.0,29
EVER11170-2011,2011-05-19,8849.0,30
EVER11171-2011,2011-04-08,5360.0,0
EVER11171-2011,2011-04-15,6100.0,7
EVER11171-2011,2011-04-24,6400.0,16
EVER11171-2011,2011-04-27,7200.0,19
EVER11171-2011,2011-05-19,7950.0,41
EVER11171-2011,2011-05-20,8849.0,42
EVER11172-2011,2011-04-19,5360.0,0
EVER11172-2011,2011-05-01,6100.0,12
EVER11172-2011,2011-05-02,6400.0,13
EVER11172-2011,2011-05-16,7200.0,27
EVER11172-2011,2011-05-17,7900.0,28
EVER11172-2011,2011-05-18,8849.0,29
EVER11176-2011,2011-04-12,5360.0,0
EVER11176-2011,2011-04-24,6000.0,12
EVER11176-2011,2011-04-30,6600.0,18
EVER11176-2011,2011-05-02,7200.0,20
EVER11176-2011,2011-05-20,8000.0,38
EVER11176-2011,2011-05-21,8849.0,39
EVER11177-2011,2011-04-13,5360.0,0
EVER11177-2011,2011-04-29,6000.0,16
EVER11177-2011,2011-05-01,6400.0,18
EVER11177-2011,2011-05-09,7000.0,26
EVER11177-2011,2011-05-18,8849.0,35
EVER11179-2011,2011-04-17,5360.0,0
EVER11179-2011,2011-04-23,6400.0,6
EVER11179-2011,2011-04-25,7100.0,8
EVER11179-2011,2011-05-19,7700.0,32
EVER11179-2011,2011-05-20,8300.0,33
EVER11179-2011,2011-05-21,8849.0,34
EVER11180-2011,2011-04-14,5360.0,0
EVER11180-2011,2011-04-20,6400.0,6
EVER11180-2011,2011-04-26,7060.0,12
EVER11180-2011,2011-05-19,7900.0,35
EVER11180-2011,2011-05-20,8600.0,36
EVER11181-2011,2011-05-02,5360.0,0
EVER11181-2011,2011-05-12,6100.0,10
EVER11181-2011,2011-05-21,6500.0,19
EVER11181-2011,2011-05-22,7100.0,20
EVER11181-2011,2011-05-23,7900.0,21
EVER11181-2011,2011-05-24,8400.0,22
EVER11182-2011,2011-04-20,5360.0,0
EVER11182-2011,2011-04-25,6500.0,5
EVER11182-2011,2011-04-30,7050.0,10
EVER11183-2011,2011-04-13,5360.0,0
EVER11183-2011,2011-04-19,6400.0,6
EVER11183-2011,2011-04-24,7200.0,11
EVER11183-2011,2011-05-25,7500.0,42
EVER11183-2011,2011-05-26,8300.0,43
EVER11183-2011,2011-05-27,8500.0,44
EVER11184-2011,2011-04-09,5360.0,0
EVER11184-2011,2011-04-12,6000.0,3
EVER11184-2011,2011-04-18,6400.0,9
EVER11184-2011,2011-04-23,7200.0,14
EVER11184-2011,2011-05-11,8000.0,32
EVER11184-2011,2011-05-13,8849.0,34
EVER11185-2011,2011-04-15,5360.0,0
EVER11185-2011,2011-04-19,6400.0,4
EVER11185-2011,2011-04-28,7100.0,13
EVER11185-2011,2011-05-19,7700.0,34
EVER11185-2011,2011-05-20,8300.0,35
EVER11185-2011,2011-05-21,8849.0,36
EVER11186-2011,2011-04-29,5360.0,0
EVER11186-2011,2011-05-18,6500.0,19
EVER11186-2011,2011-05-19,7200.0,20
EVER11186-2011,2011-05-20,7900.0,21
EVER11186-2011,2011-05-21,8849.0,22
EVER11187-2011,2011-05-03,5360.0,0
EVER11187-2011,2011-05-06,6000.0,3
EVER11187-2011,2011-05-07,6600.0,4
EVER11187-2011,2011-05-17,7500.0,14
EVER11187-2011,2011-05-18,8000.0,15
EVER11187-2011,2011-05-19,8849.0,16
EVER11188-2011,2011-04-28,5360.0,0
EVER11188-2011,2011-05-09,6100.0,11
EVER11189-2011,2011-04-22,5360.0,0
EVER11189-2011,2011-04-29,6400.0,7
EVER11189-2011,2011-05-04,7070.0,12
EVER11189-2011,2011-05-19,7700.0,27
EVER11189-2011,2011-05-20,8300.0,28
EVER11189-2011,2011-05-21,8849.0,29
EVER11190-2011,2011-04-21,5360.0,0
EVER11190-2011,2011-04-24,5900.0,3
EVER11190-2011,2011-04-28,8300.0,7
EVER11191-2011,2011-04-14,5360.0,0
EVER11191-2011,2011-04-25,6400.0,11
EVER11191-2011,2011-05-10,7010.0,26
EVER11191-2011,2011-05-12,7700.0,28
EVER11191-2011,2011-05-20,8300.0,36
EVER11191-2011,2011-05-21,8849.0,37
EVER11192-2011,2011-04-08,5360.0,0
EVER11192-2011,2011-04-22,6400.0,14
EVER11192-2011,2011-05-02,7200.0,24
EVER11192-2011,2011-05-11,7950.0,33
EVER11192-2011,2011-05-12,8750.0,34
EVER11194-2011,2011-05-04,5360.0,0
EVER11194-2011,2011-05-19,8849.0,15
EVER11301-2011,2011-09-11,5360.0,0
EVER11301-2011,2011-09-15,6100.0,4
EVER11301-2011,2011-09-21,6400.0,10
EVER11301-2011,2011-10-05,7200.0,24
EVER11301-2011,2011-10-06,7700.0,25
EVER11302-2011,2011-09-06,5360.0,0
EVER11302-2011,2011-09-15,6300.0,9
EVER11302-2011,2011-09-30,6700.0,24
EVER11302-2011,2011-10-06,7300.0,30
EVER11303-2011,2011-09-07,5360.0,0
EVER11303-2011,2011-09-15,6000.0,8
EVER11303-2011,2011-09-29,6400.0,22
EVER11303-2011,2011-10-03,7800.0,26
EVER12103-2012,2012-04-17,5360.0,0
EVER12103-2012,2012-04-29,5900.0,12
EVER12103-2012,2012-04-30,6500.0,13
EVER12103-2012,2012-05-24,7200.0,37
EVER12103-2012,2012-05-25,8000.0,38
EVER12103-2012,2012-05-26,8849.0,39
EVER12104-2012,2012-04-07,5360.0,0
EVER12104-2012,2012-04-14,6300.0,7
EVER12104-2012,2012-04-29,7200.0,22
EVER12104-2012,2012-05-12,7350.0,35
EVER12105-2012,2012-04-23,5360.0,0
EVER12105-2012,2012-04-27,6400.0,4
EVER12105-2012,2012-05-08,7000.0,15
EVER12105-2012,2012-05-17,7700.0,24
EVER12105-2012,2012-05-18,8300.0,25
EVER12105-2012,2012-05-19,8849.0,26
EVER12106-2012,2012-04-07,5360.0,0
EVER12106-2012,2012-04-19,6000.0,12
EVER12106-2012,2012-04-20,6500.0,13
EVER12106-2012,2012-04-28,7200.0,21
EVER12106-2012,2012-05-18,8000.0,41
EVER12106-2012,2012-05-19,8849.0,42
EVER12107-2012,2012-05-01,5360.0,0
EVER12107-2012,2012-05-03,6400.0,2
EVER12107-2012,2012-05-09,7200.0,8
EVER12107-2012,2012-05-10,8000.0,9
EVER12107-2012,2012-05-18,8849.0,17
EVER12108-2012,2012-04-14,5360.0,0
EVER12108-2012,2012-04-24,6000.0,10
EVER12108-2012,2012-04-25,6400.0,11
EVER12108-2012,2012-05-18,8000.0,34
EVER12108-2012,2012-05-19,8849.0,35
EVER12109-2012,2012-04-19,5360.0,0
EVER12109-2012,2012-04-27,6100.0,8
EVER12109-2012,2012-04-28,6400.0,9
EVER12109-2012,2012-05-17,7100.0,28
EVER12109-2012,2012-05-18,7950.0,29
EVER12109-2012,2012-05-19,8849.0,30
EVER12110-2012,2012-04-12,5360.0,0
EVER12110-2012,2012-04-24,6100.0,12
EVER12110-2012,2012-04-25,6450.0,13
EVER12110-2012,2012-05-17,7080.0,35
EVER12110-2012,2012-05-18,7950.0,36
EVER12110-2012,2012-05-19,8849.0,37
EVER12111-2012,2012-04-11,5360.0,0
EVER12111-2012,2012-04-17,6100.0,6
EVER12111-2012,2012-04-22,6400.0,11
EVER12111-2012,2012-05-17,7100.0,36
EVER12111-2012,2012-05-18,8000.0,37
EVER12111-2012,2012-05-19,8849.0,38
EVER12112-2012,2012-04-15,5360.0,0
EVER12112-2012,2012-04-24,6000.0,9
EVER12112-2012,2012-04-26,6500.0,11
EVER12112-2012,2012-05-23,7300.0,38
EVER12112-2012,2012-05-24,8000.0,39
EVER12112-2012,2012-05-25,8849.0,40
EVER12113-2012,2012-04-19,5360.0,0
EVER12113-2012,2012-04-25,6500.0,6
EVER12113-2012,2012-05-10,7200.0,21
EVER12113-2012,2012-05-18,8000.0,29
EVER12113-2012,2012-05-19,8849.0,30
EVER12114-2012,2012-04-17,5360.0,0
EVER12114-2012,2012-04-25,6400.0,8
EVER12114-2012,2012-04-28,7000.0,11
EVER12114-2012,2012-05-23,7800.0,36
EVER12114-2012,2012-05-24,8300.0,37
EVER12114-2012,2012-05-25,8500.0,38
EVER12115-2012,2012-05-01,5360.0,0
EVER12115-2012,2012-05-11,6300.0,10
EVER12115-2012,2012-05-14,7300.0,13
EVER12115-2012,2012-05-25,8000.0,24
EVER12115-2012,2012-05-26,8849.0,25
EVER12116-2012,2012-04-07,5360.0,0
EVER12116-2012,2012-04-20,6000.0,13
EVER12116-2012,2012-04-24,6400.0,17
EVER12116-2012,2012-05-05,7100.0,28
EVER12116-2012,2012-05-24,8000.0,47
EVER12116-2012,2012-05-25,8849.0,48
EVER12117-2012,2012-04-08,5360.0,0
EVER12117-2012,2012-04-19,6000.0,11
EVER12117-2012,2012-05-02,6500.0,24
EVER12117-2012,2012-05-04,7400.0,26
EVER12117-2012,2012-05-18,8000.0,40
EVER12117-2012,2012-05-19,8849.0,41
EVER12118-2012,2012-04-30,5360.0,0
EVER12118-2012,2012-05-15,6900.0,15
EVER12118-2012,2012-05-17,7000.0,17
EVER12118-2012,2012-05-18,8000.0,18
EVER12118-2012,2012-05-19,8760.0,19
EVER12119-2012,2012-04-17,5360.0,0
EVER12119-2012,2012-04-27,6000.0,10
EVER12119-2012,2012-04-28,6400.0,11
EVER12120-2012,2012-04-15,5360.0,0
EVER12120-2012,2012-04-19,5900.0,4
EVER12120-2012,2012-04-23,6395.0,8
EVER12120-2012,2012-05-01,7500.0,16
EVER12120-2012,2012-05-19,8000.0,34
EVER12120-2012,2012-05-20,8550.0,35
EVER12121-2012,2012-04-06,5360.0,0
EVER12121-2012,2012-04-21,6000.0,15
EVER12121-2012,2012-04-28,6400.0,22
EVER12121-2012,2012-05-01,7300.0,25
EVER12121-2012,2012-05-24,8000.0,48
EVER12121-2012,2012-05-25,8849.0,49
EVER12122-2012,2012-04-28,5360.0,0
EVER12122-2012,2012-05-11,6400.0,13
EVER12122-2012,2012-05-23,7500.0,25
EVER12122-2012,2012-05-24,8000.0,26
EVER12122-2012,2012-05-25,8445.0,27
EVER12123-2012,2012-04-14,5360.0,0
EVER12123-2012,2012-04-21,6500.0,7
EVER12123-2012,2012-04-23,7000.0,9
EVER12123-2012,2012-05-18,8300.0,34
EVER12123-2012,2012-05-19,8849.0,35
EVER12124-2012,2012-04-15,5360.0,0
EVER12124-2012,2012-04-24,6400.0,9
EVER12124-2012,2012-05-08,7100.0,23
EVER12124-2012,2012-05-23,7800.0,38
EVER12124-2012,2012-05-24,8300.0,39
EVER12124-2012,2012-05-25,8849.0,40
EVER12125-2012,2012-04-16,5360.0,0
EVER12125-2012,2012-04-22,6000.0,6
EVER12125-2012,2012-04-24,6500.0,8
EVER12125-2012,2012-05-23,7000.0,37
EVER12125-2012,2012-05-24,8000.0,38
EVER12125-2012,2012-05-26,8849.0,40
EVER12126-2012,2012-05-08,5360.0,0
EVER12126-2012,2012-05-11,6350.0,3
EVER12126-2012,2012-05-16,7100.0,8
EVER12126-2012,2012-05-20,7700.0,12
EVER12126-2012,2012-05-28,8300.0,20
EVER12127-2012,2012-04-17,5360.0,0
EVER12127-2012,2012-04-25,6400.0,8
EVER12127-2012,2012-05-04,7000.0,17
EVER12127-2012,2012-05-24,7800.0,37
EVER12127-2012,2012-05-25,8300.0,38
EVER12127-2012,2012-05-26,8849.0,39
EVER12128-2012,2012-04-11,5360.0,0
EVER12128-2012,2012-04-21,6000.0,10
EVER12128-2012,2012-04-26,6300.0,15
EVER12128-2012,2012-05-22,7000.0,41
EVER12128-2012,2012-05-23,8000.0,42
EVER12128-2012,2012-05-25,8849.0,44
EVER12129-2012,2012-04-12,5360.0,0
EVER12129-2012,2012-04-14,6400.0,2
EVER12129-2012,2012-04-19,7000.0,7
EVER12129-2012,2012-05-18,7700.0,36
EVER12129-2012,2012-05-19,8300.0,37
EVER12129-2012,2012-05-20,8849.0,38
EVER12132-2012,2012-04-07,5360.0,0
EVER12132-2012,2012-04-12,6000.0,5
EVER12132-2012,2012-04-15,6400.0,8
EVER12132-2012,2012-04-30,7300.0,23
EVER12132-2012,2012-05-17,8000.0,40
EVER12132-2012,2012-05-19,8849.0,42
EVER12133-2012,2012-04-12,5360.0,0
EVER12133-2012,2012-04-19,5791.0,7
EVER12133-2012,2012-04-29,6492.0,17
EVER12133-2012,2012-05-23,7285.0,41
EVER12133-2012,2012-05-24,7900.0,42
EVER12133-2012,2012-05-26,8849.0,44
EVER12134-2012,2012-04-10,5360.0,0
EVER12134-2012,2012-04-20,6500.0,10
EVER12134-2012,2012-05-11,7200.0,31
EVER12134-2012,2012-05-26,8650.0,46
EVER12135-2012,2012-04-10,5360.0,0
EVER12135-2012,2012-04-16,6100.0,6
EVER12135-2012,2012-04-17,6400.0,7
EVER12135-2012,2012-05-19,7300.0,39
EVER12136-2012,2012-04-15,5360.0,0
EVER12136-2012,2012-04-22,6000.0,7
EVER12136-2012,2012-04-24,6500.0,9
EVER12136-2012,2012-05-23,7300.0,38
EVER12136-2012,2012-05-24,8000.0,39
EVER12136-2012,2012-05-25,8849.0,40
EVER12137-2012,2012-04-11,5360.0,0
EVER12137-2012,2012-04-19,6100.0,8
EVER12137-2012,2012-04-20,6400.0,9
EVER12137-2012,2012-04-30,7100.0,19
EVER12137-2012,2012-05-18,7950.0,37
EVER12137-2012,2012-05-19,8849.0,38
EVER12139-2012,2012-04-08,5360.0,0
EVER12139-2012,2012-04-17,6100.0,9
EVER12139-2012,2012-04-22,6400.0,14
EVER12139-2012,2012-04-23,7200.0,15
EVER12139-2012,2012-05-18,8000.0,40
EVER12139-2012,2012-05-19,8849.0,41
EVER12141-2012,2012-04-26,5360.0,0
EVER12141-2012,2012-05-02,6000.0,6
EVER12141-2012,2012-05-03,6250.0,7
EVER12141-2012,2012-05-17,7300.0,21
EVER12141-2012,2012-05-18,8000.0,22
