expid,date,y,x
EVER00101-2000,2000-04-07,5360.0,0
EVER00101-2000,2000-04-23,6450.0,16
EVER00101-2000,2000-05-01,7200.0,24
EVER00101-2000,2000-05-24,8849.0,47
EVER00102-2000,2000-04-12,5360.0,0
EVER00102-2000,2000-04-14,6500.0,2
EVER00102-2000,2000-04-20,7900.0,8
EVER00102-2000,2000-05-24,8849.0,42
EVER00103-2000,2000-04-05,5360.0,0
EVER00103-2000,2000-04-07,6100.0,2
EVER00103-2000,2000-04-12,6400.0,7
EVER00103-2000,2000-04-22,7340.0,17
EVER00103-2000,2000-05-20,7950.0,45
EVER00103-2000,2000-05-21,8300.0,46
EVER00104-2000,2000-03-30,5360.0,0
EVER00104-2000,2000-04-07,5950.0,8
EVER00104-2000,2000-04-15,6400.0,16
EVER00104-2000,2000-05-14,7000.0,45
EVER00104-2000,2000-05-15,7950.0,46
EVER00104-2000,2000-05-16,8849.0,47
EVER00105-2000,2000-03-24,5360.0,0
EVER00105-2000,2000-04-02,6100.0,9
EVER00105-2000,2000-04-11,6400.0,18
EVER00105-2000,2000-04-25,7300.0,32
EVER00105-2000,2000-05-20,7986.0,57
EVER00105-2000,2000-05-22,8849.0,59
EVER00106-2000,2000-04-03,5360.0,0
EVER00106-2000,2000-04-07,6000.0,4
EVER00106-2000,2000-04-08,6400.0,5
EVER00106-2000,2000-04-18,7300.0,15
EVER00106-2000,2000-05-13,8000.0,40
EVER00106-2000,2000-05-16,8849.0,43
EVER00108-2000,2000-04-02,5360.0,0
EVER00108-2000,2000-04-06,7900.0,4
EVER00108-2000,2000-04-07,8300.0,5
EVER00108-2000,2000-05-21,8750.0,49
EVER00109-2000,2000-04-02,5360.0,0
EVER00109-2000,2000-04-06,6200.0,4
EVER00109-2000,2000-04-11,6500.0,9
EVER00109-2000,2000-05-05,7500.0,33
EVER00109-2000,2000-05-18,8100.0,46
EVER00109-2000,2000-05-20,8740.0,48
EVER00110-2000,2000-04-05,5360.0,0
EVER00110-2000,2000-04-11,6100.0,6
EVER00110-2000,2000-04-16,6500.0,11
EVER00110-2000,2000-05-01,7400.0,26
EVER00110-2000,2000-05-22,8849.0,47
EVER00111-2000,2000-04-14,5360.0,0
EVER00111-2000,2000-04-21,6100.0,7
EVER00111-2000,2000-04-23,6445.0,9
EVER00111-2000,2000-05-03,7055.0,19
EVER00111-2000,2000-05-21,7900.0,37
EVER00111-2000,2000-05-23,8849.0,39
EVER00112-2000,2000-04-03,5360.0,0
EVER00112-2000,2000-04-12,6300.0,9
EVER00112-2000,2000-05-06,7900.0,33
EVER00112-2000,2000-05-21,8849.0,48
EVER00113-2000,2000-04-19,5360.0,0
EVER00113-2000,2000-04-30,6100.0,11
EVER00113-2000,2000-05-05,6400.0,16
EVER00113-2000,2000-05-12,7300.0,23
EVER00113-2000,2000-05-19,7900.0,30
EVER00113-2000,2000-05-21,8826.0,32
EVER00114-2000,2000-04-14,5360.0,0
EVER00114-2000,2000-04-19,6100.0,5
EVER00114-2000,2000-04-29,6400.0,15
EVER00114-2000,2000-05-14,7300.0,30
EVER00114-2000,2000-05-15,7900.0,31
EVER00114-2000,2000-05-24,8849.0,40
EVER00116-2000,2000-04-14,5360.0,0
EVER00116-2000,2000-04-21,6100.0,7
EVER00116-2000,2000-04-22,6500.0,8
EVER00116-2000,2000-05-04,7300.0,20
EVER00116-2000,2000-05-17,7900.0,33
EVER00116-2000,2000-05-18,8849.0,34
EVER00117-2000,2000-04-01,5360.0,0
EVER00117-2000,2000-04-06,5975.0,5
EVER00117-2000,2000-04-17,6500.0,16
EVER00117-2000,2000-04-20,7200.0,19
EVER00117-2000,2000-05-20,8000.0,49
EVER00117-2000,2000-05-21,8849.0,50
EVER00118-2000,2000-04-06,5360.0,0
EVER00118-2000,2000-04-15,7900.0,9
EVER00118-2000,2000-05-17,8849.0,41
EVER00119-2000,2000-04-01,5360.0,0
EVER00119-2000,2000-04-07,6100.0,6
EVER00119-2000,2000-04-14,6500.0,13
EVER00119-2000,2000-05-20,7900.0,49
EVER00119-2000,2000-05-22,8849.0,51
EVER00120-2000,2000-04-07,5360.0,0
EVER00120-2000,2000-04-17,6400.0,10
EVER00120-2000,2000-04-25,7300.0,18
EVER00120-2000,2000-05-11,7900.0,34
EVER00120-2000,2000-05-26,8849.0,49
EVER00121-2000,2000-04-05,5360.0,0
EVER00121-2000,2000-04-11,6050.0,6
EVER00121-2000,2000-04-15,6400.0,10
EVER00121-2000,2000-04-22,7300.0,17
EVER00121-2000,2000-04-29,7950.0,24
EVER00121-2000,2000-05-16,8849.0,41
EVER00122-2000,2000-04-03,5360.0,0
EVER00122-2000,2000-04-09,6000.0,6
EVER00122-2000,2000-04-10,6400.0,7
EVER00122-2000,2000-05-17,7300.0,44
EVER00122-2000,2000-05-20,7950.0,47
EVER00122-2000,2000-05-21,8300.0,48
EVER00123-2000,2000-04-05,5360.0,0
EVER00123-2000,2000-04-11,6100.0,6
EVER00123-2000,2000-04-17,6400.0,12
EVER00123-2000,2000-04-29,7340.0,24
EVER00123-2000,2000-05-20,7950.0,45
EVER00123-2000,2000-05-22,8849.0,47
EVER00124-2000,2000-04-01,5360.0,0
EVER00124-2000,2000-04-04,7400.0,3
EVER00124-2000,2000-05-21,8750.0,50
EVER00125-2000,2000-04-05,5360.0,0
EVER00125-2000,2000-04-20,6100.0,15
EVER00125-2000,2000-04-26,6400.0,21
EVER00125-2000,2000-05-06,7340.0,31
EVER00125-2000,2000-05-20,7950.0,45
EVER00125-2000,2000-05-21,8100.0,46
EVER00126-2000,2000-04-11,5360.0,0
EVER00126-2000,2000-04-14,6100.0,3
EVER00126-2000,2000-04-16,6500.0,5
EVER00126-2000,2000-04-20,7300.0,9
EVER00126-2000,2000-05-14,7900.0,33
EVER00126-2000,2000-05-15,8750.0,34
EVER00127-2000,2000-04-09,5360.0,0
EVER00127-2000,2000-04-13,6100.0,4
EVER00127-2000,2000-04-21,6400.0,12
EVER00127-2000,2000-04-23,7130.0,14
EVER00127-2000,2000-05-20,7285.0,41
EVER00129-2000,2000-04-17,5360.0,0
EVER00129-2000,2000-04-20,5600.0,3
EVER00129-2000,2000-04-21,6300.0,4
EVER00129-2000,2000-04-25,7000.0,8
EVER00129-2000,2000-04-26,7700.0,9
EVER00129-2000,2000-05-16,8200.0,29
EVER00129-2000,2000-05-17,8849.0,30
EVER00130-2000,2000-04-13,5360.0,0
EVER00130-2000,2000-05-17,7800.0,34
EVER00130-2000,2000-05-18,8300.0,35
EVER00130-2000,2000-05-19,8849.0,36
EVER00131-2000,2000-04-12,5360.0,0
EVER00131-2000,2000-04-17,6350.0,5
EVER00131-2000,2000-04-22,7050.0,10
EVER00131-2000,2000-04-28,7800.0,16
EVER00131-2000,2000-05-19,8350.0,37
EVER00131-2000,2000-05-20,8650.0,38
EVER00133-2000,2000-04-08,5360.0,0
EVER00133-2000,2000-04-11,6400.0,3
EVER00133-2000,2000-04-20,7000.0,12
EVER00133-2000,2000-04-29,7500.0,21
EVER00133-2000,2000-05-04,7900.0,26
EVER00133-2000,2000-05-21,8300.0,43
EVER00134-2000,2000-04-11,5360.0,0
EVER00134-2000,2000-04-15,6400.0,4
EVER00134-2000,2000-04-25,7000.0,14
EVER00134-2000,2000-05-19,7500.0,38
EVER00134-2000,2000-05-27,7900.0,46
EVER00134-2000,2000-05-28,8100.0,47
EVER00136-2000,2000-04-10,5360.0,0
EVER00136-2000,2000-04-15,6400.0,5
EVER00136-2000,2000-04-20,7000.0,10
EVER00136-2000,2000-05-06,7600.0,26
EVER00136-2000,2000-05-15,7900.0,35
EVER00136-2000,2000-05-22,8300.0,42
EVER00136-2000,2000-05-28,8849.0,48
EVER00137-2000,2000-04-12,5360.0,0
EVER00137-2000,2000-04-18,6400.0,6
EVER00137-2000,2000-04-21,7100.0,9
EVER00137-2000,2000-05-05,7800.0,23
EVER00137-2000,2000-05-19,8300.0,37
EVER00137-2000,2000-05-20,8650.0,38
EVER00138-2000,2000-04-01,5360.0,0
EVER00138-2000,2000-04-10,6400.0,9
EVER00138-2000,2000-04-23,7000.0,22
EVER00138-2000,2000-05-10,7700.0,39
EVER00138-2000,2000-05-17,8300.0,46
EVER00138-2000,2000-05-18,8849.0,47
EVER00139-2000,2000-04-23,5360.0,0
EVER00139-2000,2000-04-27,6400.0,4
EVER00139-2000,2000-05-04,7150.0,11
EVER00139-2000,2000-05-14,7600.0,21
EVER00139-2000,2000-05-20,8300.0,27
EVER00139-2000,2000-05-21,8300.0,28
EVER00140-2000,2000-04-08,5360.0,0
EVER00140-2000,2000-04-12,6400.0,4
EVER00140-2000,2000-04-16,7000.0,8
EVER00140-2000,2000-04-29,7800.0,21
EVER00140-2000,2000-05-16,8300.0,38
EVER00140-2000,2000-05-17,8849.0,39
EVER00143-2000,2000-04-15,5360.0,0
EVER00143-2000,2000-04-23,6400.0,8
EVER00143-2000,2000-05-18,7800.0,33
EVER00143-2000,2000-05-19,8300.0,34
EVER00143-2000,2000-05-21,8849.0,36
EVER00146-2000,2000-04-18,5360.0,0
EVER00146-2000,2000-04-24,6400.0,6
EVER00146-2000,2000-05-06,7000.0,18
EVER00146-2000,2000-05-18,7800.0,30
EVER00146-2000,2000-05-19,8300.0,31
EVER00146-2000,2000-05-20,8600.0,32
EVER00147-2000,2000-04-01,5360.0,0
EVER00147-2000,2000-04-03,5360.0,2
EVER00147-2000,2000-04-15,7800.0,14
EVER00147-2000,2000-05-19,8300.0,48
EVER00147-2000,2000-05-20,8500.0,49
EVER00148-2000,2000-04-19,5360.0,0
EVER00148-2000,2000-04-25,6450.0,6
EVER00148-2000,2000-04-27,7040.0,8
EVER00148-2000,2000-05-08,7700.0,19
EVER00148-2000,2000-05-16,8300.0,27
EVER00148-2000,2000-05-20,8700.0,31
EVER00150-2000,2000-05-10,5360.0,0
EVER00150-2000,2000-05-12,6400.0,2
EVER00150-2000,2000-05-14,7000.0,4
EVER00150-2000,2000-05-16,7500.0,6
EVER00151-2000,2000-05-05,5360.0,0
EVER00151-2000,2000-05-06,6400.0,1
EVER00151-2000,2000-05-14,7000.0,9
EVER00151-2000,2000-05-26,7500.0,21
EVER00152-2000,2000-04-11,5360.0,0
EVER00152-2000,2000-04-17,6400.0,6
EVER00152-2000,2000-04-22,7000.0,11
EVER00152-2000,2000-05-06,7700.0,25
EVER00152-2000,2000-05-19,8300.0,38
EVER00152-2000,2000-05-20,8650.0,39
EVER00153-2000,2000-04-16,5360.0,0
EVER00153-2000,2000-04-20,5400.0,4
EVER00153-2000,2000-04-24,7000.0,8
EVER00153-2000,2000-04-30,7900.0,14
EVER00153-2000,2000-05-03,8300.0,17
EVER00153-2000,2000-05-20,8600.0,34
EVER00155-2000,2000-04-17,5360.0,0
EVER00155-2000,2000-04-19,6300.0,2
EVER00155-2000,2000-04-23,7000.0,6
EVER00155-2000,2000-04-29,7800.0,12
EVER00155-2000,2000-05-15,8300.0,28
EVER00155-2000,2000-05-27,8849.0,40
EVER00156-2000,2000-04-22,5360.0,0
EVER00156-2000,2000-04-26,6400.0,4
EVER00156-2000,2000-05-02,7000.0,10
EVER00156-2000,2000-05-10,7800.0,18
EVER00156-2000,2000-05-25,8300.0,33
EVER00303-2000,2000-08-28,5360.0,0
EVER00303-2000,2000-09-17,6100.0,20
EVER00303-2000,2000-09-20,6400.0,23
EVER00303-2000,2000-09-25,7300.0,28
EVER00303-2000,2000-10-03,7900.0,36
EVER00303-2000,2000-10-04,8849.0,37
EVER00304-2000,2000-09-03,5360.0,0
EVER00304-2000,2000-09-07,6300.0,4
EVER00304-2000,2000-09-09,7000.0,6
EVER00304-2000,2000-09-13,7300.0,10
EVER00304-2000,2000-09-23,8000.0,20
EVER00304-2000,2000-10-04,8300.0,31
EVER00304-2000,2000-10-05,8500.0,32
EVER01101-2001,2001-04-05,5360.0,0
EVER01101-2001,2001-04-13,6400.0,8
EVER01101-2001,2001-04-22,7200.0,17
EVER01101-2001,2001-05-22,7900.0,47
EVER01101-2001,2001-05-23,8849.0,48
EVER01102-2001,2001-04-09,5360.0,0
EVER01102-2001,2001-04-16,7900.0,7
EVER01102-2001,2001-05-24,8849.0,45
EVER01103-2001,2001-04-06,5360.0,0
EVER01103-2001,2001-04-15,6100.0,9
EVER01103-2001,2001-04-18,6475.0,12
EVER01103-2001,2001-05-13,7500.0,37
EVER01103-2001,2001-05-14,7900.0,38
EVER01103-2001,2001-05-23,8849.0,47
EVER01104-2001,2001-04-05,5360.0,0
EVER01104-2001,2001-04-13,6100.0,8
EVER01104-2001,2001-04-18,6400.0,13
EVER01104-2001,2001-04-19,7300.0,14
EVER01104-2001,2001-05-22,7900.0,47
EVER01104-2001,2001-05-23,8500.0,48
EVER01105-2001,2001-04-04,5360.0,0
EVER01105-2001,2001-04-12,5950.0,8
EVER01105-2001,2001-04-18,6500.0,14
EVER01105-2001,2001-04-24,7500.0,20
EVER01105-2001,2001-05-23,7900.0,49
EVER01105-2001,2001-05-24,8849.0,50
EVER01106-2001,2001-04-07,5360.0,0
EVER01106-2001,2001-04-14,6100.0,7
EVER01106-2001,2001-04-17,6400.0,10
EVER01106-2001,2001-04-23,7200.0,16
EVER01106-2001,2001-05-22,7985.0,45
EVER01106-2001,2001-05-23,8849.0,46
EVER01107-2001,2001-04-04,5360.0,0
EVER01107-2001,2001-04-12,6035.0,8
EVER01107-2001,2001-04-21,6550.0,17
EVER01107-2001,2001-05-02,7300.0,28
EVER01107-2001,2001-05-23,8075.0,49
EVER01107-2001,2001-05-25,8849.0,51
EVER01108-2001,2001-04-07,5360.0,0
EVER01108-2001,2001-04-18,6100.0,11
EVER01108-2001,2001-04-20,6400.0,13
EVER01108-2001,2001-04-21,7350.0,14
EVER01108-2001,2001-05-22,7900.0,45
EVER01108-2001,2001-05-23,8849.0,46
EVER01109-2001,2001-04-04,5360.0,0
EVER01109-2001,2001-04-11,6100.0,7
EVER01109-2001,2001-04-19,6400.0,15
EVER01109-2001,2001-04-23,7300.0,19
EVER01109-2001,2001-05-23,7900.0,49
EVER01109-2001,2001-05-25,8849.0,51
EVER01110-2001,2001-04-01,5360.0,0
EVER01110-2001,2001-04-16,5800.0,15
EVER01110-2001,2001-04-17,6400.0,16
EVER01110-2001,2001-04-26,7300.0,25
EVER01110-2001,2001-05-22,7900.0,51
EVER01110-2001,2001-05-23,8849.0,52
EVER01112-2001,2001-04-05,5360.0,0
EVER01112-2001,2001-04-13,6100.0,8
EVER01112-2001,2001-04-18,6400.0,13
EVER01112-2001,2001-04-19,7300.0,14
EVER01112-2001,2001-05-22,7900.0,47
EVER01112-2001,2001-05-23,8500.0,48
EVER01113-2001,2001-04-06,5360.0,0
EVER01113-2001,2001-04-11,6050.0,5
EVER01113-2001,2001-04-17,6350.0,11
EVER01113-2001,2001-04-20,7350.0,14
EVER01113-2001,2001-05-02,7950.0,26
EVER01113-2001,2001-05-22,8750.0,46
EVER01114-2001,2001-04-09,5360.0,0
EVER01114-2001,2001-04-16,6100.0,7
EVER01114-2001,2001-04-18,6500.0,9
EVER01114-2001,2001-05-10,7300.0,31
EVER01115-2001,2001-04-16,5360.0,0
EVER01115-2001,2001-04-25,7900.0,9
EVER01115-2001,2001-04-26,8300.0,10
EVER01116-2001,2001-04-29,5360.0,0
EVER01116-2001,2001-05-02,6400.0,3
EVER01116-2001,2001-05-03,7200.0,4
EVER01116-2001,2001-05-21,7900.0,22
EVER01116-2001,2001-05-22,8849.0,23
EVER01117-2001,2001-04-05,5360.0,0
EVER01117-2001,2001-04-12,6100.0,7
EVER01117-2001,2001-04-13,6400.0,8
EVER01117-2001,2001-05-21,7300.0,46
EVER01117-2001,2001-05-22,7900.0,47
EVER01117-2001,2001-05-23,8849.0,48
EVER01118-2001,2001-04-09,5360.0,0
EVER01118-2001,2001-04-12,6000.0,3
EVER01118-2001,2001-04-13,6400.0,4
EVER01118-2001,2001-04-28,7300.0,19
EVER01118-2001,2001-05-22,7950.0,43
EVER01118-2001,2001-05-23,8849.0,44
EVER01119-2001,2001-04-05,5360.0,0
EVER01119-2001,2001-04-10,6000.0,5
EVER01119-2001,2001-04-15,6350.0,10
EVER01119-2001,2001-04-25,7250.0,20
EVER01119-2001,2001-04-30,7900.0,25
EVER01119-2001,2001-05-22,8849.0,47
EVER01120-2001,2001-04-10,5360.0,0
EVER01120-2001,2001-04-14,5600.0,4
EVER01120-2001,2001-04-16,6300.0,6
EVER01120-2001,2001-04-24,7300.0,14
EVER01120-2001,2001-05-22,7900.0,42
EVER01120-2001,2001-05-23,8849.0,43
EVER01122-2001,2001-04-09,5360.0,0
EVER01122-2001,2001-04-15,6400.0,6
EVER01122-2001,2001-04-19,7000.0,10
EVER01122-2001,2001-05-19,7700.0,40
EVER01122-2001,2001-05-21,8100.0,42
EVER01122-2001,2001-05-22,8849.0,43
EVER01123-2001,2001-04-18,5360.0,0
EVER01123-2001,2001-04-19,5400.0,1
EVER01123-2001,2001-05-05,7400.0,17
EVER01123-2001,2001-05-06,7900.0,18
EVER01123-2001,2001-05-22,8849.0,34
EVER01126-2001,2001-04-12,5360.0,0
EVER01126-2001,2001-04-16,6400.0,4
EVER01126-2001,2001-04-28,7000.0,16
EVER01126-2001,2001-05-21,7900.0,39
EVER01126-2001,2001-05-22,8250.0,40
EVER01126-2001,2001-05-23,8849.0,41
EVER01128-2001,2001-03-20,5360.0,0
EVER01128-2001,2001-03-25,6500.0,5
EVER01128-2001,2001-03-30,7000.0,10
EVER01128-2001,2001-04-21,7800.0,32
EVER01128-2001,2001-04-22,8200.0,33
EVER01128-2001,2001-05-24,8700.0,65
EVER01128-2001,2001-05-25,8700.0,66
EVER01129-2001,2001-03-30,5360.0,0
EVER01129-2001,2001-04-06,7400.0,7
EVER01129-2001,2001-05-18,8300.0,49
EVER01129-2001,2001-05-19,8849.0,50
EVER01130-2001,2001-04-05,5360.0,0
EVER01130-2001,2001-04-12,6400.0,7
EVER01130-2001,2001-04-27,7000.0,22
EVER01130-2001,2001-05-07,7500.0,32
EVER01130-2001,2001-05-23,7900.0,48
EVER01130-2001,2001-05-24,8300.0,49
EVER01130-2001,2001-05-25,8849.0,50
EVER01131-2001,2001-04-09,5360.0,0
EVER01131-2001,2001-04-14,6400.0,5
EVER01131-2001,2001-04-22,7000.0,13
EVER01131-2001,2001-04-30,7500.0,21
EVER01131-2001,2001-05-21,7900.0,42
EVER01131-2001,2001-05-22,8300.0,43
EVER01131-2001,2001-05-23,8849.0,44
EVER01132-2001,2001-04-24,5360.0,0
EVER01132-2001,2001-04-28,6400.0,4
EVER01132-2001,2001-05-01,7050.0,7
EVER01132-2001,2001-05-20,7600.0,26
EVER01132-2001,2001-05-21,7850.0,27
EVER01132-2001,2001-05-24,8300.0,30
EVER01132-2001,2001-05-25,8500.0,31
EVER01133-2001,2001-04-09,5360.0,0
EVER01133-2001,2001-04-16,6400.0,7
EVER01133-2001,2001-04-25,7100.0,16
EVER01133-2001,2001-04-26,7700.0,17
EVER01133-2001,2001-04-28,8300.0,19
EVER01133-2001,2001-05-23,8849.0,44
EVER01134-2001,2001-04-18,5360.0,0
EVER01134-2001,2001-04-23,6400.0,5
EVER01134-2001,2001-05-03,7030.0,15
EVER01134-2001,2001-05-20,7700.0,32
EVER01134-2001,2001-05-21,8300.0,33
EVER01134-2001,2001-05-22,8849.0,34
EVER01136-2001,2001-04-14,5360.0,0
EVER01136-2001,2001-04-19,5360.0,5
EVER01136-2001,2001-04-21,6400.0,7
EVER01136-2001,2001-04-24,7050.0,10
EVER01136-2001,2001-05-07,7800.0,23
EVER01136-2001,2001-05-22,8300.0,38
EVER01136-2001,2001-05-23,8849.0,39
EVER01138-2001,2001-04-05,5360.0,0
EVER01138-2001,2001-04-11,6450.0,6
EVER01138-2001,2001-04-21,7100.0,16
EVER01138-2001,2001-05-02,7550.0,27
EVER01138-2001,2001-05-05,8300.0,30
EVER01140-2001,2001-04-24,5360.0,0
EVER01140-2001,2001-04-28,6400.0,4
EVER01140-2001,2001-05-08,7000.0,14
EVER01140-2001,2001-05-12,7300.0,18
EVER01141-2001,2001-04-09,5360.0,0
EVER01141-2001,2001-04-16,6400.0,7
EVER01141-2001,2001-04-25,7100.0,16
EVER01141-2001,2001-04-26,7700.0,17
EVER01141-2001,2001-04-28,8300.0,19
EVER01141-2001,2001-05-23,8849.0,44
EVER01142-2001,2001-04-15,5360.0,0
EVER01142-2001,2001-04-20,6400.0,5
EVER01142-2001,2001-05-02,7000.0,17
EVER01142-2001,2001-05-22,8849.0,37
EVER01143-2001,2001-04-14,5360.0,0
EVER01143-2001,2001-05-23,8849.0,39
EVER01144-2001,2001-03-30,5360.0,0
EVER01144-2001,2001-04-09,6500.0,10
EVER01144-2001,2001-04-23,7000.0,24
EVER01144-2001,2001-05-20,7800.0,51
EVER01145-2001,2001-04-22,5360.0,0
EVER01145-2001,2001-04-26,6400.0,4
EVER01145-2001,2001-04-29,7000.0,7
EVER01145-2001,2001-05-21,7700.0,29
EVER01145-2001,2001-05-22,8300.0,30
EVER01145-2001,2001-05-23,8849.0,31
EVER01146-2001,2001-04-14,5360.0,0
EVER01146-2001,2001-04-21,6400.0,7
EVER01146-2001,2001-05-05,7000.0,21
EVER01146-2001,2001-05-10,7700.0,26
EVER01146-2001,2001-05-16,8826.0,32
EVER01149-2001,2001-04-12,5360.0,0
EVER01149-2001,2001-04-16,5670.0,4
EVER01149-2001,2001-05-08,6100.0,26
EVER01149-2001,2001-05-20,6900.0,38
EVER01151-2001,2001-03-31,5360.0,0
EVER01151-2001,2001-04-05,6400.0,5
EVER01151-2001,2001-04-20,7000.0,20
EVER01151-2001,2001-05-21,7900.0,51
EVER01301-2001,2001-08-20,5360.0,0
EVER01301-2001,2001-08-29,6400.0,9
EVER01301-2001,2001-09-12,7900.0,23
EVER01301-2001,2001-09-25,8826.0,36
EVER01302-2001,2001-09-11,5360.0,0
EVER01302-2001,2001-09-14,5400.0,3
EVER01302-2001,2001-09-18,5450.0,7
EVER01302-2001,2001-09-19,5550.0,8
EVER01302-2001,2001-10-13,6100.0,32
EVER01302-2001,2001-10-14,6300.0,33
EVER01302-2001,2001-10-15,6350.0,34
EVER01303-2001,2001-09-04,5360.0,0
EVER01303-2001,2001-09-10,6430.0,6
EVER01303-2001,2001-09-21,7000.0,17
EVER01303-2001,2001-09-22,7800.0,18
EVER01303-2001,2001-10-16,7800.0,42
EVER02101-2002,2002-04-08,5360.0,0
EVER02101-2002,2002-04-12,6400.0,4
EVER02101-2002,2002-04-19,7000.0,11
EVER02101-2002,2002-05-15,7800.0,37
EVER02101-2002,2002-05-16,8300.0,38
EVER02101-2002,2002-05-17,8849.0,39
EVER02102-2002,2002-04-12,5360.0,0
EVER02102-2002,2002-04-15,6700.0,3
EVER02102-2002,2002-05-05,7000.0,23
EVER02102-2002,2002-05-15,7700.0,33
EVER02102-2002,2002-05-16,8320.0,34
EVER02102-2002,2002-05-17,8849.0,35
EVER02103-2002,2002-04-13,5360.0,0
EVER02103-2002,2002-04-18,6400.0,5
EVER02103-2002,2002-05-03,7000.0,20
EVER02103-2002,2002-05-15,7800.0,32
EVER02103-2002,2002-05-16,8300.0,33
EVER02103-2002,2002-05-17,8500.0,34
EVER02105-2002,2002-04-20,5360.0,0
EVER02105-2002,2002-04-26,6400.0,6
EVER02105-2002,2002-05-02,7000.0,12
EVER02105-2002,2002-05-15,7900.0,25
EVER02105-2002,2002-05-24,8300.0,34
EVER02105-2002,2002-05-25,8400.0,35
EVER02106-2002,2002-04-10,5360.0,0
EVER02106-2002,2002-04-12,6400.0,2
EVER02106-2002,2002-05-14,7200.0,34
EVER02106-2002,2002-05-15,7700.0,35
EVER02106-2002,2002-05-16,8300.0,36
EVER02106-2002,2002-05-17,8849.0,37
EVER02108-2002,2002-04-03,5360.0,0
EVER02108-2002,2002-04-10,6000.0,7
EVER02108-2002,2002-04-11,6400.0,8
EVER02108-2002,2002-05-03,7020.0,30
EVER02108-2002,2002-05-08,7700.0,35
EVER02108-2002,2002-05-16,8400.0,43
EVER02108-2002,2002-05-17,8849.0,44
EVER02110-2002,2002-05-13,5360.0,0
EVER02110-2002,2002-05-14,6400.0,1
EVER02110-2002,2002-05-16,7000.0,3
EVER02110-2002,2002-05-22,7700.0,9
EVER02110-2002,2002-05-23,8200.0,10
EVER02110-2002,2002-05-24,8849.0,11
EVER02111-2002,2002-04-11,5360.0,0
EVER02111-2002,2002-04-15,6400.0,4
EVER02111-2002,2002-05-06,7000.0,25
EVER02111-2002,2002-05-14,7400.0,33
EVER02111-2002,2002-05-16,7800.0,35
EVER02111-2002,2002-05-29,8300.0,48
EVER02111-2002,2002-05-30,8849.0,49
EVER02112-2002,2002-04-08,5360.0,0
EVER02112-2002,2002-04-15,6400.0,7
EVER02112-2002,2002-04-20,7000.0,12
EVER02112-2002,2002-05-15,7700.0,37
EVER02112-2002,2002-05-16,8300.0,38
EVER02112-2002,2002-05-17,8849.0,39
EVER02113-2002,2002-04-11,5360.0,0
EVER02113-2002,2002-04-14,5800.0,3
EVER02113-2002,2002-04-15,6400.0,4
EVER02113-2002,2002-04-19,7000.0,8
EVER02113-2002,2002-05-05,7800.0,24
EVER02113-2002,2002-05-16,8300.0,35
EVER02113-2002,2002-05-17,8849.0,36
EVER02116-2002,2002-04-13,5360.0,0
EVER02116-2002,2002-04-18,6400.0,5
EVER02116-2002,2002-04-22,7000.0,9
EVER02116-2002,2002-05-13,7500.0,30
EVER02116-2002,2002-05-14,7800.0,31
EVER02116-2002,2002-05-15,8300.0,32
EVER02116-2002,2002-05-16,8849.0,33
EVER02117-2002,2002-04-11,5360.0,0
EVER02117-2002,2002-04-14,5800.0,3
EVER02117-2002,2002-04-15,6400.0,4
EVER02117-2002,2002-04-19,7000.0,8
EVER02117-2002,2002-05-05,7800.0,24
EVER02117-2002,2002-05-16,8300.0,35
EVER02117-2002,2002-05-17,8849.0,36
EVER02118-2002,2002-04-14,5360.0,0
EVER02118-2002,2002-04-19,6300.0,5
EVER02118-2002,2002-04-23,7000.0,9
EVER02118-2002,2002-05-15,7500.0,31
EVER02119-2002,2002-04-05,5360.0,0
EVER02119-2002,2002-04-11,6400.0,6
EVER02119-2002,2002-04-18,7000.0,13
EVER02119-2002,2002-05-14,7700.0,39
EVER02119-2002,2002-05-15,8200.0,40
EVER02119-2002,2002-05-16,8849.0,41
EVER02120-2002,2002-04-20,5360.0,0
EVER02120-2002,2002-04-25,6400.0,5
EVER02120-2002,2002-05-14,7000.0,24
EVER02120-2002,2002-05-15,7900.0,25
EVER02120-2002,2002-05-16,8650.0,26
EVER02121-2002,2002-04-15,5360.0,0
EVER02121-2002,2002-04-19,5780.0,4
EVER02121-2002,2002-04-20,6400.0,5
EVER02121-2002,2002-05-05,7065.0,20
EVER02121-2002,2002-05-16,8450.0,31
EVER02122-2002,2002-04-05,5360.0,0
EVER02122-2002,2002-04-08,6400.0,3
EVER02122-2002,2002-04-17,7000.0,12
EVER02122-2002,2002-04-26,7600.0,21
EVER02122-2002,2002-05-16,7900.0,41
EVER02122-2002,2002-05-17,8600.0,42
EVER02124-2002,2002-04-14,5360.0,0
EVER02124-2002,2002-04-19,6400.0,5
EVER02124-2002,2002-04-26,7000.0,12
EVER02124-2002,2002-05-09,7700.0,25
EVER02124-2002,2002-05-24,8300.0,40
EVER02124-2002,2002-05-25,8849.0,41
EVER02125-2002,2002-04-11,5360.0,0
EVER02125-2002,2002-04-14,6800.0,3
EVER02125-2002,2002-04-19,7100.0,8
EVER02125-2002,2002-05-04,7600.0,23
EVER02125-2002,2002-05-15,7800.0,34
EVER02125-2002,2002-05-16,8300.0,35
EVER02125-2002,2002-05-17,8849.0,36
EVER02126-2002,2002-04-11,5360.0,0
EVER02126-2002,2002-04-16,6400.0,5
